	一些前言	\nPS1：请于【】处添加角色与画风的tag描述；若无，请直接添加于tag组前\nPS2：请注意，本法典早期大部分tag以Nai3模型为基础测试整理，目前已转为Nai4.5测试。理论Nai系列与其他AI模型如Noob等模型通用。（其他模型应用请自行转换权重）\nPS3：标有字底颜色为此次更新增添的tag，字号较小的为附注内容\nPS4：若分类中的tag寻找不到，请活用WPS或其他软件自带的CTRL+F快捷键进行快速检索\nPS5：本法典一般于每月下旬或特殊日期（生日、节日等）更新，且保持月更，可据此判断本所长法典是否为最新版本。\nPS6：本法典为无偿免费分享，由一般所长整理编纂，tag多来源于解构原典群与其他群群友，在此对tag提供者提出感谢。\nPS7:若对法典收集tag存在疑问或者错误反馈，可以通过QQ：2319231932或2213681558（小号）联系一般所长，添加好友时请备注缘由。\nPS8：此外，于此特别感谢御堂/神宫寺、KKO、泡面、七号、别里磕夫这几位群友在tag整理上的协助支持，帮我解决了很多费时费力的基础工作，再次感谢\nPS9：当各位看到这一条的时候，证明所长法典今日（2025.12.29）已经两岁啦！再次感谢在编辑法典中提供助力的各位，提供Tag的各位，以及谋面或者素未谋面的使用这本法典的各位！希望我们还能在法典三岁见面！
端游角色	星引擎梅加斯基础皮	\npink eyes,{{twintail,blue hair}},{{green cube hair ornament,green hair ribbon}},small breasts,{{{sitting on huge robot’s shoulder}}},{{skyblue jacket}},white shirt,green hood,lightgreen yoga pants,green pants,white socks,pink sneakers,holding nintendo switch,floating hair,
端游角色	星引擎梅加斯契约皮	\npink eyes,single hair bun,{{{blue hair}}},{{green hair ribbon}},small breasts,{{black crop top,blue overalls}},shorts,black belt,black gloves,loose socks,black socks,green sneakers,pink headphones,bare shoulders,
端游角色	星引擎机器人茉莉原皮	\n{{{robot girl,mechanical tube,mechanical parts,mechanical hair ornament,white hairband,robot joints}}},maid,maid headdress,large breasts,green nails,very long hair,ahoge,green hair,gradient hair,light green hair,twintails,closed eyes,smile,open mouth,{{white dress,sleeveless,long dress}},green bowtie,white gloves,elbow gloves,back bow,wrist scrunchie,white scrunchie,white high heel,
端游角色	原版r18版本	\nlarge breasts,green nails,very long hair,ahoge,green hair,gradient hair,light green hair,twintails,maid,maid headdress,closed eyes,smiling,with eyes closed,nsfw,nude,{{{{{mecha musume,mechanical tube,robot joints}}}}},bodysuit,pointy breasts,{{bodypaint}},black swimsuit,pussy,bulge nipples,
端游角色	星引擎南希露彩票皮	\ncat girl,{{purple eyes}},split-color hair,black hair,white hair,two-tone hair,long hair,twintails,large breasts,cat hair ornament,{{{leopard print}}},orange leotard,bridal gauntlets,elbow gloves,orange gloves,smile open mouth,bare legs,thigh strap,kneeling,from side,one arm up,orange high heels,
端游角色	星引擎南希露契约皮	\ncat girl,{{purple eyes}},split-color hair,black hair,white hair,two-tone hair,long hair,large breasts,cat hair ornament,looking at viewer,skinny,black bodystocking,bikesuit,biker clothes,black gloves,blue gloves,open clothes,unzipped,
端游角色	星引擎南希露至尊旗袍皮	\ncat girl,{{purple eyes}},large breasts,split-color hair,black hair,white hair,two-tone hair,double bun,hair flower,blue flower,red ribbon,hair ribbon,short hair,blue cat ear,close-up,hanging breasts,cleavage,halter cheongsam,cleavage cutout,white cheongsam,golden pattern,holding fan,folded fan,red fan,white feather boa,highleg,dragon print,bare legs,sleeveless,light blush,closed mouth,seductive smile,looking at viewer,sitting,cross legs,{{see-through shoes,glass high heels}},shoe dangle,head rest,hand under head,head tilted,hand on own knee,on chair,day,indoors,living room,groin,
端游角色	星引擎老板娘契约皮	\n{cat girl},pink eyes,{pink hair},{{{blue inner hair,blue streaked hair}}},short hair,medium breasts,red flower,hair flower,{{pink kimono}},{floral print},{gold trim},fur collar,{{black fur}},wide sleeves,very long sleeves,hair flower,side ponytail,standing,black gloves,{round monocle},upper body,open mouth,laughing,black handbag,holding coin,smug,
端游角色	卡拉彼丘玛德蕾娜（小画家）	\nyellow eyes,{{{yellowish-brown hair}}},short hair,round eyewear,black beret,medium breast,black overcoat,latex legwear,skinny legwear,orange pantyhose,white shirts,painter,white skirt,white bowknot,bedroom,smile,sidelock braid,{orange ribbon},hair ribbon,belt,belt,black gloves,clothes writing,wide sleeves,thigh strap,pleated skirt,
端游角色	卡拉彼丘芙拉维亚	\n{milf},handsome,long face,{{from below}},purple hair,hair intakes,{long hair,straight hair,{blunt bangs}},straight sidelocks,collarbone,{{purple hair}},white hairband under hair intakes,{x-shaped pupils},yellow eyes,tsurime,half closed eyes,light smile,cleavage,white collar,{{grey blouse}},purple butterfly,left hand up,butterfly on finger,looking at hand,office background,black pantyhose,pantylines,crossed legs,
端游角色	卡拉彼丘香奈美	\nkanami (strinova),long bangs,blue eyes,wavy hair,{{pink streaked hair}},{{long hair,bobbed hair,hair spread out,gray hair}},side ponytail,half tied hair,heart-shaped earrings,ahoge,heart hairpin,hair between eyes,white heart-shape pupils,
端游角色	卡拉彼丘绯鲨	\npink eyes,{{{pink hair}}},short hair,black hair band,dog tags,{{latex spy catsuit,unbuttoned top}},{grey jacket},{budget sarashi},band-aid on nose,fierce look,bandaged leg,shorts,dark blue hairband,taiyaki,black fingerless gloves,mouth hold,bare legs,expressionless,wide sleeves,elbow gloves,choker,
端游角色	卡拉比丘心夏（宿舍皮）	\n1girl,armpit peek,arms up,bare legs,bare shoulders,barefoot,black gloves,blue shorts,camisole,cleavage,dolphin shorts,drone,fingerless gloves,from above,gloves,hairclip,hood,hoodie,long sleeves,looking at viewer,looking up,open mouth,screwdriver,short shorts,sleeveless shirt,smile,soles,spaghetti strap,white hoodie,white shirt,wrench.\ndnf女法师【注：负面加这个{{{{{corset,see-through}}}}},】\ncowboy shot,cast spell,{{red sleeves}},detached sleeves,long frilled sleeves,wide sleeves,ribbed sleeves,{red garter belt,red garter straps},{{white shirt}},swept bangs,white thighhighs,black capelet,short capelet,low twintails,black hairband,red hair,very long hair,pointy ears,red pleated skirt,frilled skirt,gold trim,earrings,gold hair ornament,sidelocks,ahoge,red eyes,small breasts,jewelry,{{staff,mage staff,large staff}},magic circle,western fantasy,visual impact,sparkle,
端游角色	腾讯斗地主小燕	\n{long straight hair},{brown hair,brown eyes,medium breasts,white shirt,bangs,pink skirt,pencil skirt,open jacket,pink jacket,grin,playing card,arm hug,ribbon choker,
端游角色	数学课本锐锐	\nbrown hair,black eyes,red hairband,high ponytail,loli,collared shirt,long sleeves,rounded collar,white shirt,white socks,red suspender shorts,red necktie,loose socks,brown loafers,
动漫角色	丧服食蜂操祈	\n{{{shokuhou misaki}}},【】,widow,large breasts,blonde hair,very long hair,low twintails,sparkling eyes,yellow eyes,star-shaped pupils,star(symbol),yellow pupils,white pupils,alternate costume,see-through clothes,funeral dress,hair ribbon,black,ribbon,puffy sleeves,long sleeves,sweatdrop,black dress,black headwear,black bow,frown,veil,wide hips,handbag,star earrings,black bag,spider web print,print pantyhose,cleavage cutout,crossed arms,arms under breasts,closed mouth,
动漫角色	埃及猫猫	\nanimal ear fluff,armlet,barefoot,black hair,black nails,cat ears,cat girl,cat tail,chair,cleavage,dark skin,gradient hair,hair between eyes,large breasts,lying,multicolored hair,necklace,on side,red eyes,red hair,short hair,tail ornament,toenail polish,toga,
动漫角色	忍者杀手小季	\nyamoto koki(ninja Slayer),artist:mochizuki_kei,2023,origami,scarf over mouth,katana,
动漫角色	少女哭泣乐队小孩姐	\nred coat,hooded coat,hood down,open coat,neck ribbon,black ribbon,black bowtie,collared shirt,white shirt,dress shirt,buttons,long sleeves,hands up,belt buckle,black skirt,pleated skirt,black pantyhose,aged down,
动漫角色	乐队兔女郎团长	\n[[suzumiya haruhi]],black bow,black bowtie,black leotard,blush,brown eyes,brown hair,cleavage,detached collar,electric guitar,guitar,hair ribbon,looking ahead,medium breasts,music,open mouth,playboy bunny,playing instrument,rabbit ears,strapless leotard,sweat,upper teeth only,white wrist cuffs,yellow background,yellow hairband,yellow ribbon,
动漫角色	约会大作战透明雨衣小四	\n{{yoshino (date a live)}},rabbit ears,pink thighhighs,{{transparent raincoat}},blue hair,{{blue eyes}},nude,rain,wet,boot,
动漫角色	雌小鬼红马尾	\ntailred(ore twintail ni narimasu),loli,skinny,shinny skin,looking at viewer,naughty face,mesugaki,laughing,skin fang,hand over own mouth,leaning forward,wariza,head tilt,indoors,detailed lighting,from side,close-up,
动漫角色	慧慧和真一起睡觉	\nmegumin,1girl,hetero,blush,smile,long boots,red dress,belt,bare shoulders,on back,legs across waist,satou kazuma,1boy,track jacket,green pants,green jacket,leg lock,missionary,hug,lying,choker,looking at another,heart,looking at another,hand on another’s face,
动漫角色	成龙历险记圣主娘化	\n{red eyes},large breasts,{{dragon girl}},dragon tail,horn,brown hair,short hair,dragon claw,budget sarashi,grin,sharp teeth,topless,black belt,purple skirt,green skin,bare arms,torn clothes,flame,
动漫角色	其他版本	\n1girl,looking at viewer,open mouth,navel,closed mouth,cleavage,closed eyes,cowboy shot,earrings,open clothes,sleeveless,glasses,pants,belt,nail polish,open jacket,coat,black jacket,crop top,covered nipples,fingernails,head tilt,clothing cutout,sleeveless shirt,v,makeup,black pants,piercing,from above,chinese clothes,sunglasses,mouth hold,cleavage cutout,crossed arms,ear piercing,tassel,facing viewer,genderswap,claws,eyeshadow,cropped legs,black coat,dragon horns,genderswap (mtf),smoke,long fingernails,round eyewear,dragon girl,cigarette,breast hold,green shirt,sharp fingernails,jacket on shoulders,smoking,antlers,tinted eyewear,green skin,cropped shirt,hip vent,green nails,arm under breasts,colored tips,tassel earrings,coat on shoulders,arms under breasts,mandarin collar,looking over eyewear,green lips,dragon boy,orange-tinted eyewear,
明日方舟角色	萨卡兹丰川祥子	\n1girl,armpits,bare shoulders,black dress,black gloves,black thighhighs,blue gemstone,blue hair,blurry,blush,cleavage,closed mouth,criss-cross strings,crossed arms,depth of field,detached sleeves,frilled dress,frills,gem,glint,gloves,hair spread out,head on arm,headpiece,high heel boots,high heels,horn ornament,horn ring,instrument,light particles,looking at viewer,lying,masquerade mask,musical note,necklace,on piano,on side,phonograph,piano,piano keys,sheet music,solo,thighhighs,unworn mask,
明日方舟角色	明日方舟普瑞塞斯/赛博女鬼	\n{{priestess (arknights),brown hair,purple eyes,sidelocks,long hair},{{{nsfw}}},{{{{{lab coat,black hairband}}}}},{{{{{id card,black neckerchief,black bowtie,black skirt}}}},{{{{white coat,open coat,belt,white shirt,white footwear}}}},black pantyhose,medium breasts,
明日方舟角色	其他版本	\nblack hairband,diamond-shaped pupils,diamond (shape),glitch,glowing,glowing eyes,lapels,notched lapels,open jacket,raised eyebrows,smile,white jacket,white shirt,
明日方舟角色	明日方舟塞西莉亚	\n{{cecelia (arknights)}},[[[[arknights]]]], [[artist:tachikawa mushimaro]],[[artist:hisakata souji]],[[[[artist:ke-ta]]]],year 2024,{detailed eyes}},nsfw,commercial light and shadow,film light and shadow,loli,halo,small energy wings,blue eyes,light brown hair,hair ornament,long hair,hair flower,black ribbon,bare shoulders,collared shirt,brown shawl,
明日方舟角色	明日方舟安比尔	\n{{ambriel,arknights}},arknights ambriel,{solo},{{1girl}},{handsome pose},pink hair,{{{lee-enfield series rifles}}},wooden rifle,standing posture,{pocky in mouth},thin,sexy,{{large medium breasts}},{tall body},high height,{war ruins background},
明日方舟角色	阿尔图罗(n4已有，半废弃)	\n{virtuosa(arknights),{{{blunt bangs,very long hair,black hair,himecut,sidelocks}},{{{grey eyes,mole under one eye,black hair,broken halo,black halo}}},{{{energy wings,detached wings,black wings}}},
明日方舟角色	北风女巫卡莱莎（简单复刻版）	\nblack hair,blue eyes,long hair,large breasts,demon tail,demon horns,long dress,elbow gloves,high heels,black pantyhose,hair over one eye,backless outfit,bare shoulders,parted lips,detached sleeves,wide sleeves,bangs,looking at viewer,looking back,shushing,feather boa,pale skin,smile,
明日方舟角色	芙兰卡林虹之间皮肤	\nfranka (rainforest me rainbow) (arknights),black pantyhose,blunt bangs,brown eyes,brown hair,white shirt,buckle,chest strap,collared jacket,cropped jacket,crossed legs,fox ears,fox tail,half-closed eyes,half updo,hand on own cheek,hand on own thigh,head tilt,large breasts,leather strap,long hair,long sleeves,parted bangs,short shorts,beige jacket,
明日方舟角色	明日方舟夜烟	\nhaze (arknights),cat ears,black hat,black jacket,blurry foreground,chain,closed mouth,cuffs,depth of field,ears through headwear,fang,jacket,long sleeves,looking at viewer,skin fang,smile,striped,tail,witch hat,blonde hair,red eyes,red pantyhose,growing eyes,
明日方舟角色	风笛收小麦	\nbagpipe (arknights),[artist:ningen mame],artist:ciloranko,[artist:sho (sho lwlw)],[[tianliang duohe fangdongye]],[[artist:rhasta]],1girl,solo,{half-closed eyes},medium breasts,long hair,underlighting,bokeh,blurry background,light blush,light smile,open mouth,looking at viewer,standing in the wheat field,holding a bale of wheat,autumn,dusk,
明日方舟角色	逻各斯母亲（其中加入逻各斯角色tag即可，n4限定）	\nmature,milf,demon girl,{{{{{huge breasts}}}}},breasts out,areola slip,{{black veil,mouth veil}},emotionless,bodystocking,see-through,black dress,upper body,covered nipples,
明日方舟角色	龙泡泡	\nanimal,animalization,calculator,computer,dragon bubble (arknights),earrings,english text,flame-tipped tail,from above,jewelry,laptop,meme,no humans,simple background,solo,tassel,tassel earrings,
其他手游角色	碧蓝档案手工画老师	\n1girl,{{{doodle sensei (blue archive),paper on hair}}},closed eyes,white shirt,black skirt,long sleeves,id card,lanyard,-2::halo::,
其他手游角色	醉酒响爷	\nhibiki (kancolle),【】,cowboy shot,1girl,loli,solo,white hair,long hair,sailor uniform,holding vodka,drunk,sitting on sofa,exposed shoulder,
其他手游角色	杂鱼酱	\njustice task force member (blue archive) ,red eyes,small breast,nipple,pussy,hair over eyes,
其他手游角色	爱丽速子赛马娘兔女郎	\n{agnes tachyon (umamusume)},{{{latex bunny girl}}},horse girl,horse tail,gleaming,lab coat,open cloth,1girl,sexy,loli,aboge,open mouth,smile,exhibitionism,blush,【（画风）】,{hands,breasts,groin},indoor,blurry background,cityscape,neon,latex gloves,high heel boots,\nnikki角色elegg\nbelt,blonde hair,crop top,crop top overhang,grey shorts,hair intakes,hair over eyes,large breasts,long bangs,long sleeves,micro shorts,midriff,plump,shoulder cutout,cleavage cutout,underboob,hair covered eyes,\n1999维尔汀（n4已有，此条作废）\nreverse:1999 vertin (reverse:1999),【】,1girl,white ascot,black coat,black headwear,blue brooch,blue ribbon,closed mouth,collared shirt,white shirt,expressionless,grey eyes,grey hair,hair bun,single side bun,top hat,hat ribbon,ribbon shirt,covered one eye,
其他手游角色	牢广	\ncolored eyelashes,arms at sides,parted bangs,forehead,asymmetrical bangs,light blonde hair,orange eyes,tareme,half closed eyes,parted lips,camisole,denim shorts,earrings,expressionless,hairclip,long hair,clothes lift,lifted by self,navel,underboob,single off shoulder,small breasts,slim legs,ribs,{{{{{{{{skinny}}}}}}}},burn scar,scar,
文化作品角色	古希腊十二神	
文化作品角色	宙斯	\n1girl,solo,Zeus (female form),divine floating pose,summoning lightning,flowing toga,celestial blue peplos,golden aegis,platinum hair,electric blue eyes,storm clouds,glowing Greek runes,godly aura,
文化作品角色	原版	\n1girl,solo,zeus (female form),divine floating pose,summoning lightning,flowing toga with storm patterns,celestial blue peplos embroidered with constellations,golden aegis breastplate crackling with energy,platinum hair charged with static electricity,electric blue eyes glowing with power,storm clouds swirling beneath her feet,glowing greek runes orbiting her body,
文化作品角色	雅典娜	\n1girl,solo,Athena divine form,battle stance,golden spear,aegis shield,corinthian helmet,tactical glow,grey eyes,braided auburn hair,marble ruins,holographic maps,
文化作品角色	原版	\n1girl,solo,athena (divine form),battle stance with spear poised to strike,aegis shield radiating divine light,corinthian helmet with raised visor revealing storm-grey eyes shifting with tactical patterns,golden linothorax armor,braided auburn hair,holographic battle maps floating around her,broken marble columns of the parthenon in background,
