	一些前言	\nPS1：请于【】处添加角色与画风的tag描述；若无，请直接添加于tag组前\nPS2：请注意，本法典早期大部分tag以Nai3模型为基础测试整理，目前已转为Nai4.5测试。理论Nai系列与其他AI模型如Noob等模型通用。（其他模型应用请自行转换权重）\nPS3：标有字底颜色为此次更新增添的tag，字号较小的为附注内容\nPS4：若分类中的tag寻找不到，请活用WPS或其他软件自带的CTRL+F快捷键进行快速检索\nPS5：本法典一般于每月下旬或特殊日期（生日、节日等）更新，且保持月更，可据此判断本所长法典是否为最新版本。\nPS6：本法典为无偿免费分享，由一般所长整理编纂，tag多来源于解构原典群与其他群群友，在此对tag提供者提出感谢。\nPS7:若对法典收集tag存在疑问或者错误反馈，可以通过QQ：2319231932或2213681558（小号）联系一般所长，添加好友时请备注缘由。\nPS8：此外，于此特别感谢御堂/神宫寺、KKO、泡面、七号、别里磕夫这几位群友在tag整理上的协助支持，帮我解决了很多费时费力的基础工作，再次感谢\nPS9：当各位看到这一条的时候，证明所长法典今日（2025.12.29）已经两岁啦！再次感谢在编辑法典中提供助力的各位，提供Tag的各位，以及谋面或者素未谋面的使用这本法典的各位！希望我们还能在法典三岁见面！
站立位	揪乳头面对站立位靠桌侵犯	\n1girl,1boy,nsfw,tatami,dark,shadow,greasy skin,shiny skin,speed lines,lamp,motion lines,\nchar1：girl,{{{standing,leaning back}}},backpack,{{{blue tracksuit,white t-shirt}}},face shadow,2shiny skin,plastics skin,shirt lift,indoor,fear,crime,{{pussy,penis}},trembling,pants pull,bra pulled,panties pulled,hand back,against the desk,looking at another,open mouth,realistic,round eyewear,tears,\nchar2：boy,fat,strong,sex,{rape,rough sex},pubic hair,nude,pulling nipples,hands grabbing another’s nipples,2fingers on another’s nipples,shiny skin,
站立位	高抬腿搭肩预备侵犯	\nchar1：girl,{{revealing clothes}},{{{half closed eyes,shiny skin}}},standing,one leg lifted,leg on boy’s shoulder,looking down,looking at penis,penis on navel,arm at sides,arm on boy’s shoulder,leaning back,slingshot swimsuit,skin tight,police blouse,low-cut neckline,cleavage,no bra,ultra-short skirt,skirt pulled up,pussy,ass,fishnet thighhighs,garter straps,police hat,neck choker with police badge,high heel platform boots,stiletto heels,no panties,\nchar2：boy,huge penis,black penis,standing,lifting girl’s leg onto shoulder,faceless male,holding girl’s thigh and waist,pants pulled down,dark casual fabric,buttons,pockets,
站立位	原版	\nchar1：girl,{{revealing clothes}},{{{half closed eyes,shiny skin}}},standing,one leg lifted and placed on boy’s shoulder,legs spread,aroused involuntary expression,looking down at huge penis on navel,arms at sides or holding boy’s shoulder,body leaning slightly back,modified slutty police outfit combined with erotic slingshot swimsuit,tight-fitting police top with deep plunging neckline exposing cleavage,no bra,v-shaped slingshot swimsuit bottom fused into outfit barely covering pussy and ass,short micro skirt with swimsuit straps over hips and shoulders,thigh-high stockings with police garters,high heel ankle boots with stiletto heels,police cap with seductive badge,all clothing in glossy black latex material with blue accents metallic buckles and strategic cutouts for thighs midriff and sides,no panties,\nchar2：boy,huge penis,large black penis,standing,lifting girl’s leg onto shoulder,huge penis exposed and lying horizontally across girl’s navel,faceless male,dominant position,hands holding girl’s thigh and waist,pants pulled down to ankles exposing huge penis and balls,no underwear,shirt open at front,shoes on feet,all clothing in dark casual fabric with buttons and pockets,
站立位	咬耳压墙站立位后入	\nblood and tears on face,1girl,1boy,standing,teeth,{{{bite ear}}},blood in ear,ear get hurt,tears,sex,nipples,penis,blush,sweat,standing sex,open mouth,sex from behind,skirt lift,hug,no panties,against wall,from side,rape,skindentation,clothed sex,nsfw,
站立位	悬空抱起正身站立位下半身特写	\n1girl,1boy,hetero,standing,solo focus,height difference,no panties,black footwear,from behind,lifting person,brown footwear,view between legs,{{{{{lifting girl}}}}},height difference,{{{{{{{{{{sex from behind}}}}}}}}}},{{{{{{lower body}}}}},{{toes}},{{head out of frame}}},toe scrunch,{{feet}},ass ripple,bare legs,bare shoulders,barefoot,dorsiflexion,feet,hanging legs,hetero,large breasts,muscular,no panties,plantar flexion,sweat,thick thighs,pussy juice,
站立位	测试抱腿架肩正身站立位	\n1girl,1boy,nsfw,sex,looking at another,{{lifting person,face-to-face,{legs on another’s shoulders,legs up},legs over head,legs together}},hugging,{penis,pussy,pussy insertion},steaming body,heavy breathing,blush,blush,light smile,faceless male,nude male,standing male,
站立位	原版自带服装	\n{chinese dress,see-through clothes,white print dress},{sideless outfit,micro dress,clothing cutout},{no panties},covered nipples,cleavage cutout,no shoes,white thighhighs,bare shoulders,
站立位	侧视靠墙正面站位	\ncowboy shot,1girl,1boy,from side,sex,standing missionary,face-to-face,hug,hand on another’s waist,faceless male,against wall,penis out,speed lines,on bed,love hotel,
站立位	其他版本1（侧视掐脖压腿亲吻）	\n1girl,1boy,face-to-face,sex,rape,lying,{{{legs lift,legs up,feet up}}},cum in pussy,leaning forward,penis,against wall,{{strangling,grabbing another’s neck}},rolling eyes,tongue,nipples,saliva,stomach bulge,from side,arm grab,
站立位	小巷站立位预备插入	\n1girl,1boy,imminent penetration,penis in pussy,male masturbation,hetero,penis,nipples,cum,blush,cum on body,trash bag,heart,nude,cum on stomach,pussy,cum in pussy,standing,solo focus,alley,trembling,cumdrip,erection,navel,sweat,looking down,clothes pull,cum on legs,leaning back,half-closed eyes,from side,cum on penis,heavy breathing,night,pants pull,open mouth,veiny penis,bag,male pubic hair,arm support,outdoors,white thighhighs,cum on breasts,
站立位	面对面拥抱拉扯领带站立位	\n{{{{huge penis}}}},{{microskirt,navel,plaid clothes,pleated skirt,tied shirt,plaid skirt,jewelry,hands up}},cowboy shot,1girl,1boy,nsfw,from side,sex,{{{{{standing missionary,face-to-face}}}}},hug,hand on another’s waist,t-heads male,against wall,penis out,speed lines,nude,french kiss,cum on pussy,huge penis,school,rooftop,guardrail,nsfw,necktie grab,deep penetration,
站立位	双人面对站立位	\ncowboy shot,1girl,1boy,【】,from side,sex,{{{{{standing missionary,face-to-face}}}}},hug,hand on another’s waist,faceless male,against wall,penis out,speed lines,nude,
站立位	其他版本	\n1girl,1boy,{shiny skin},{{{face-to-face,shiny lips,parted lips}}},open mouth,nipples,{parted lips,orgasm,shiny lips},pussy juice trail,{{{ass ripple}}},{hug,sex,vaginal},{{{standing,standing sex}}},{{{missionary}}},leaning back,{from side},full body,barefoot,penis,hetero,pubic hair,navel,testicles,heart,indoors,choker,sweat,faceless male,nude,cleavage,{standing},blush,
站立位	欺负小正太插件	\n{{{breast smother}}},{aged down},looking down,height difference,{{{onee-shota,shota}}},age difference,
站立位	仰视版本	\n1boy,1girl,{{{ass focus,looking at another,face-to-face,kiss,hug,sex}}},pussy,penis,standing,{{from behind,from below}},cum,nude,
站立位	拥抱挂身性爱（一般loli限定）	\n1girl,1boy,{{{{loli,hug sex}}}},carrying,through clothes,{{{stealth sex}}},reverse upright straddle,boy head detached frame,hug,for back,boy stand,{{{legs lock waist}}},@_@,toddlercon,drooling,blush,:3,shaded,close mouth,
站立位	侧视靠墙挂身正面性爱	\n1girl,1boy,hetero,suspended congress,sex,penis,open mouth,vaginal,against wall,nipples,sweat,tongue out,cum,{{breast press}},saliva trail,testicles,drooling,from side,jewelry,lifting person,standing,outd,cum in pussy,cumdrip,
站立位	背挂身站立位掐脖仰头亲吻	\nnsfw,1girl,1boy,{size different},{{{{{{arched back,head back}}}}}},heart,rape,sex from behind,kiss,carrying person,vaginal,veiny penis,{{{choking}}},drooling,pain,asphyxia,hands raised above head,hand squeezing face,forced french kiss,tongues entwined,trembling,breasts apart,bouncing breasts,sagging breasts,puffy nipples,pussy,clitoral hood,pussy juice trail,female pubic hair,open mouth,tongue out,saliva trail,{{motion lines,motion blur}},sound effect,
站立位	侧视四肢全抱挂身站立位	\nheavy breathing,full-face blush,trembling,head down,nude,hands on man,leaning back,{{{{faceless man,face to face,suspended congress,man hugging girl up,motion lines,bouncing ass,sex}}}},{in alley,leaning on brick wall,{{{close-up,focus face,from side}}}},
站立位	沙滩侧视四肢挂身站立性爱	\n1male,muscular male,nude male,{male head out of frame,male open mouth},1girl,breast press,large nipples,puffy nipples,pink nipples,areola,front-tie top,collarbone,midriff,ass,no panties,bare legs,bare arms,height difference,suspended congress,front-to-front,girl on top,girl legs lock,arms around another’s back,hugging each other,full face blush,open mouth,constricted pupils,looking up,tongue out,seductive smile,day,blue sky,beach,ocean,bush,trees,cum drip,cum trail,huge penis,precum,deep penetration,veiny penis,cowboy shot,from side,shiny skin,sweatdrop,black choker,heart choker,no panties,nsfw,male standing,hands on another’s ass,grabbing another’s ass,excessive cum,female orgasm,testicles,motion lines,speed lines,speed blur,
坐身位	电视机前背身坐位	\nchar1：girl,3.5::flawless porcelain pale skin,lustrous skin::,shiny skin,2::glossy skin::,cowboy shot,1.2::exhausted,disheveled::,messy,messy hair,light blush,shiny skin,full body,sad face,shy,scared face,crying,moaning,female orgasm,blush,tears falling,sitting on sofa,pink nipples,sitting on torso,night,gloomy,empty eyes,2::vaginal::,pussy juice,\nchar2：boy,penis in pussy,cum in pussy,realistic cum,glossy cum,cum running down,cum on legs,cum on stomach,deep skin,male smile,deep penetration,large penis,cum on stomach,deep skin,cum on ass,front view,sitting on sofa,grabbing chin,grabbing breast,watching tv,television,3::deep kiss::,tongue,
坐身位	原版服装	\nchar1：school suit,lift up shirts,white panties around one leg,
坐身位	写作业时背身坐位	\nchar1：girl,2::clothed sex,school uniform::,studying,2::lower body under table,lower body covered,stealth sex::,2::netorare,sitting on person,trembling,exhausted::,emotionless,heavy breathing,looking at viewer,\nchar2：boy,upper body out of frame,dark-skinned male,black shirt,sneer,clothed sex,0.7::huge penis::,cum overflow,grabbing another’s shoulder,cum pool,deep penetration,
坐身位	抓手腕控制面对坐位	\nchar1：boy,faceless,nude,sitting,holding another’s wrist,\nchar2：girl,1.2::mind control::,head back,ahegao,drooling,saliva,shadow,1.1::facing up::,tongue out,:o,head tilt,1.1::sweat,sweatdrop,wet::,squatting,arms at sides,1.05::hands up::,spread legs,sex,covered face,backboob,trembling,sitting on lap,ass,back,cowboy shot,from behind,
坐身位	授乳面对座位拍摄	\n1girl,1male,hetero,indoors,{from above},female focus,nsfw,uncensored,on bed,dark theme,depth of field,deep penetration,1.5::fake screenshot,rec,on recording::,\nchar1：girl,sagging breasts,breasts apart,large nipples,puffy nipples,lactation,breast milk trail,breast milk drip,light red areola,tracen school uniform,clothes lifted,short sleeves,no skirt,no panties,ass,buttocks,white thighhighs,skindentation,girl on top,upright straddle,leaning forward,leaning to male,hand on male head,head pat,{holding selfie stick,selfie},{closed one eye,wink},looking up,looking at lens,parted lips,smile,steam,heavy breathing,sweatdrop,glossy,body blush,trembling,motion lines,pussy juice trail,light red pussy,\nchar2：male,muscular male,nude male,whistle around male neck,sitting,on bed,sucking another’s breast,head down,arms support,having sex,speed lines,speed blur,
坐身位	侧视无漏怀中背身坐位	\n1girl,1boy,sitting on person,sitting,facing down,{{{implied sex}}},hand between thighs,{{{sex from behind}}},trembling,heavy breath,from side,
坐身位	俯视摸头安抚面对座位	\n1girl,breasts press,no bra,areola slip,no panties,white socks,beige sweater,long sleeves,vertical stripes,sweater lifted,collarbone,no necklace,bare legs,glossy,sweat,girl on top,upright straddle,girl kneeling,arm around male back,girl hand on another’s head,head pat,head tilted,closed eyes,open mouth,light smile,nose blush,steam,heavy breath,nervous sweatdrop,1male,muscular male,nude male,male face on another’s breast,male sitting,on sofa,male hands on another’s ass,girl trembling,^^^,{cross-section,fertilization,sperm cells,ovum},hearts,from behind,from above,indoors,living room,sunshine,shadow,pussy juice trail,cum inside,
坐身位	侧视电脑桌前面对座位	\n1girl,1boy,expressionless,faceless male,sitting on person,sitting on lap,holding phone,chair,profile,monitor,computer,smartphone,from side,implied sex,cum,
坐身位	原版服装	\nsee-through sleeves,see-through clothes,black thighhighs,off-shoulder dress,frills,off shoulder,bare shoulders,black dress,frilled dress,wrist cuffs,choker,headband,
坐身位	腿部特写抱腿背身坐位	\nclenched teeth,parted lips,open mouth,bare legs,embarrassed,pussy,foot focus,feet only,upper body out of frame,lower body,penis,nude male,reverse upright straddle,sex from behind,implied sex,testicles,lifting person,height difference,hanging legs,dangling,floor,pussy juice trail,pussy juice pool,plantar flexion,dorsiflexion,spread toes,soles,wall,trembling,twitching,indoors,knees together feet apart,cum drip,cum on legs,cum on feet,cum pooling,excessive cum,shiny skin,very sweaty,oiled,speed line,head out of frame,double peace sign,
坐身位	二郎腿背身坐位肛交	\n1girl,1boy,1.4::anal,anal fluid,anus,pussy juice stain,crossed legs,sitting on person::,pussy,foot,barefoot,reverse cowgirl position,knee up,leaning back,bedroom,
坐身位	背身座位抓手腕怀中比v	\n1girl,1boy,hetero,sex from behind,nsfw,uncensored,on couch,indoors,living room,steam,hot,mist,\nchar1：girl,solo focus,sitting on person,straddling,reverse upright straddle,reverse cowgirl position,sex from behind,spread legs,double v,arm held back,feet out of frame,cum in pussy,cum overflow,female orgasm,pussy,vaginal,clitoris,clitoral hood,labia,pussy juice,expressionless,steaming body,heavy breathing,heart,very sweaty,sweatdrop,\nchar2：boy,sitting,spread legs,holding another’s wrist,deep penetration,on couch,huge penis,veiny penis,wet penis,testicles,muscular,head out of frame,feet out of frame,
坐身位	其他版本	\nbedroom,upper body,full body,side view,front view,at night,dark background,beige wall,dutch angle,::white bed::,0.5::brown curtain,white pillow,::,nsfw,white lines,2::scan lines,timecode,recording,\nchar1：girl,1.4::source#sitting on lap::,large head,-2::impregnation close up::,full body,1.5::target#grab leg,m legs,target#deep penetration::,1.5::^^^,white text,looking at viewer,double v,tremble::,::pussy,pussy juice,cum,cum silk,cum on breasts,cum on face\nchar2：boy,0.4::medium penis::,0.2::faceless,covered face::,1.8::realistic skin::,0.8::glossy skin,::,sitting,1.4:: target#sitting on lap,source#grab leg,source#deep penetration::,-2::nude::,
坐身位	第一人称弹钢琴背身坐位	\npiano in behind,\nchar1：girl,back to viewer,sitting on person,vaginal,playing piano,fingers on piano keys,\nchar2：boy,sitting,pov,deep penetration,
坐身位	二郎腿侧身座位	\nchar1：girl,{{straddling,lap sitting,legs wrap around,sex,vaginal,penis in pussy,hugging}},{{kiss,kissing,french kiss,saliva,eyes closed,blush,sweat}},{{creampie,cum overflow,dripping cum,cum on seat,balls,penis,glans}},3::crossed legs::,\nchar2：boy,grabbing butt,balls,penis.
坐身位	侧视盘腿坐背身坐位	\nfrom side,full body,size difference,\nchar1：girl,solo focus,sitting on person,1.3::dashed eyes::,constricted pupils,female orgasm,twitching,spasm,trembling,nipples,nude,abdominal bulge,feet,soles,sex from behind,1.5::legs straight::,spread toes,leaning,\nchar2：boy,indian style,{{hands on another’s hips}},vaginal penetration,
坐身位	面对坐位小穴摩擦几把	\n{from behind},1girl,1boy,{{speed lines,girls grinding their pussies against the man’s penis,without being penetrated}},{{uncensored}}.\nchar1：girl,{{solo}},1.3::long eyelashes::,pussy juice trail,{{{{huge ass,cleft of venus}}}},\nchar2：boy,very dark-skinned male,{{{{black skin}}}},interracial,{{huge penis,veiny penis,large testicle,flaccid penis}},
坐身位	背后视角正面坐位同时拉拉珠	\nfrom behind,skindentation,uncensored,{{motion lines,motion blur,speed lines}},rough sex,netorare,rape,vaginal,\nchar1：girl,huge nipples,faceless,nude,nipples,narrow waist,wide hips,embarrassed,female orgasm,head back,:o,full-face blush,saliva,armpits,armpit crease,sweaty armpits,girl on top,feet,soles,greek toe,cowgirl position,back,ass,anus,anal object insertion,anal beads,barefoot,\nchar2：boy,dark-skinned male,huge testicles,veiny penis,huge penis,grabbing another’s ass,very dark penis,faceless,evil smile,sex toy pull,
